teacher_decision,teacher_comment,row_number,question_external_id,topic_slug,topic_title,difficulty,format,adaptive_tier,review_priority,review_flags,staging_status,source_kind,source_file_name,source_locator,objective_codes,question_family_code,selection_weight,asset_count,assets,stem,options_or_prompt,correct_answer,markscheme_points,explanation,teacher_notes,tags,max_marks,dedupe_fingerprint
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,478,digital-data.practice_bank.topic_01_digital_data.q057,digital-data,Digital data,easy,true_false,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.sound-representation,digital-data.data-measurement.identify,1.0,0,,Increasing the sample rate reduces the storage space required for the recording.,,False,False,"The statement is false. This question checks whether you can explain how digital sound quality depends on sample rate, bit depth or bit rate.",First-pass explanation generated from answer and mapped objective; review before approval.,true-false,1,b82d9eef5ef22e47
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,480,digital-data.practice_bank.topic_01_digital_data.q059,digital-data,Digital data,easy,fill_gap,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.complete-sentence-microphone.complete,1.0,0,,Complete the sentence,,gap1: microphone | gap2: voltage,microphone | voltage,An accepted answer is microphone; voltage. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,fill-in-the-blank,2,7d135725c10120a8
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,481,digital-data.practice_bank.topic_01_digital_data.q060,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.storage-units-and-capacity | digital-data.sound-representation,digital-data.data-measurement.choose,1.0,0,,A sound is sampled at 1 kHz for 10 seconds at a bit depth of 2 bytes (16 bits). What is the approximate file size in bits?,"A. 1,000 bits | B. 16,000 bits | C. 160,000 bits | D. 1,600,000 bits","C. 160,000 bits",C,"The correct option is 160,000 bits. This question checks whether you can understand bits, bytes and larger storage units and compare file or storage size. It also checks whether you can explain how digital sound quality depends on sample rate, bit depth or bit rate.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,c5857dea3b07f015
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,482,digital-data.practice_bank.topic_01_digital_data.q061,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.sound.choose,1.0,0,,The amplitude of a sound wave represents,A. The pitch of the sound | B. The volume of the sound at a given point in time | C. The duration of the sound | D. The frequency of the sound,B. The volume of the sound at a given point in time,B,The correct option is The volume of the sound at a given point in time. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,c026b9345d546d5f
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,484,digital-data.practice_bank.topic_01_digital_data.q063,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.why-must-analogue.choose,1.0,0,,Why must analogue sounds be converted to digital before being stored on a computer?,A. Because computers cannot store continuously varying signals | B. Because analogue signals are louder | C. Because analogue signals contain colour information | D. Because computers only accept signals from a microphone,A. Because computers cannot store continuously varying signals,A,The correct option is Because computers cannot store continuously varying signals. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,600e6c6cad2d82d5
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,485,digital-data.practice_bank.topic_01_digital_data.q064,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.sound-representation,digital-data.data-measurement.choose,1.0,0,,What does CD-quality sound typically use as its bit depth?,A. 8-bit | B. 16-bit | C. 24-bit | D. 32-bit,B. 16-bit,B,"The correct option is 16-bit. This question checks whether you can explain how digital sound quality depends on sample rate, bit depth or bit rate.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,ddc7674daab10c2d
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,486,digital-data.practice_bank.topic_01_digital_data.q065,digital-data,Digital data,easy,short_text,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.portability.apply,1.0,0,,What term is used to describe data that can be transferred between devices or programs without having to be entered again?,,Data portability,Data portability,An accepted answer is Data portability. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,define,1,dc03391b2507a489
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,487,digital-data.practice_bank.topic_01_digital_data.q066,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression,digital-data.lossless-compression-mean.choose,1.0,0,,"What does ""lossless"" compression mean?",A. Some data is permanently discarded during compression | B. The original file can be fully restored to its original state | C. The file size cannot be reduced | D. The file becomes unreadable after compression,B. The original file can be fully restored to its original state,B,The correct option is The original file can be fully restored to its original state. This question checks whether you can compare common image file formats and the effect of compression on size and quality.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,e8eca00545b1dd7f
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,488,digital-data.practice_bank.topic_01_digital_data.q067,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression,digital-data.lossy-compression-mean.choose,1.0,0,,"What does ""lossy"" compression mean?",A. The original file can be fully restored | B. Some data is discarded and cannot be reinstated | C. The compression always reduces files to 1/10 their original size | D. No data is lost during the process,B. Some data is discarded and cannot be reinstated,B,The correct option is Some data is discarded and cannot be reinstated. This question checks whether you can compare common image file formats and the effect of compression on size and quality.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,e0871de847f884e8
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,489,digital-data.practice_bank.topic_01_digital_data.q068,digital-data,Digital data,easy,fill_gap,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression,digital-data.reasons-why-compression.complete,1.0,0,,State two reasons why compression is used.,,gap1: To reduce the volume of storage required on storage devices / to reduce the bandwidth required to transfer files across communication links. | gap2: To reduce the volume of storage required on storage devices / to reduce the bandwidth required to transfer files across communication links.,To reduce the volume of storage required on storage devices | to reduce the bandwidth required to transfer files across communication links.,An accepted answer is To reduce the volume of storage required on storage devices; to reduce the bandwidth required to transfer files across communication links. This question checks whether you can compare common image file formats and the effect of compression on size and quality.,First-pass explanation generated from answer and mapped objective; review before approval.,short-answer,2,caa2e7a154dfd83f
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,490,digital-data.practice_bank.topic_01_digital_data.q069,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression,digital-data.graphics.choose,1.0,0,,What does JPEG stand for?,A. Joint Photographic Experts Group | B. Java Picture Encoding Group | C. Joint Pixel Editing Group | D. Java Photographic Editor Graphics,A. Joint Photographic Experts Group,A,The correct option is Joint Photographic Experts Group. This question checks whether you can compare common image file formats and the effect of compression on size and quality.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,8e1f8fa298be39ed
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,491,digital-data.practice_bank.topic_01_digital_data.q070,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.gif-stand-multiple.choose,1.0,0,,What does GIF stand for?,A. Graphics Interchange Format | B. General Image Format | C. Graphic Internal File | D. Group Image File,A. Graphics Interchange Format,A,The correct option is Graphics Interchange Format. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,609e99db1711152e
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,492,digital-data.practice_bank.topic_01_digital_data.q071,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.graphics.choose,1.0,0,,What does PNG stand for?,A. Picture Network Graphics | B. Portable Network Graphics | C. Pixel Network Graphics | D. Print Network Graphics,B. Portable Network Graphics,B,The correct option is Portable Network Graphics. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,f0900c6aa03da562
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,493,digital-data.practice_bank.topic_01_digital_data.q072,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.tiff-stand-multiple.choose,1.0,0,,What does TIFF stand for?,A. Transparent Image File Format | B. Total Image File Format | C. Tagged Image File Format | D. Tiled Image File Format,C. Tagged Image File Format,C,The correct option is Tagged Image File Format. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,5c7a3e30d5c67312
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,494,digital-data.practice_bank.topic_01_digital_data.q073,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.csv-stand-multiple.choose,1.0,0,,What does CSV stand for?,A. Computer Storage Values | B. Comma Separated Values | C. Character Stored Variables | D. Combined Sheet Values,B. Comma Separated Values,B,The correct option is Comma Separated Values. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,718b7ff3c8ce180e
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,495,digital-data.practice_bank.topic_01_digital_data.q074,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.rtf-stand-multiple.choose,1.0,0,,What does RTF stand for?,A. Rich Text Format | B. Readable Type File | C. Raw Text File | D. Rich Type Format,A. Rich Text Format,A,The correct option is Rich Text Format. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,4095d03d5bf6f6f9
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,496,digital-data.practice_bank.topic_01_digital_data.q075,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.portability.choose,1.0,0,,What does PDF stand for?,A. Printable Data File | B. Portable Data Format | C. Portable Document Format | D. Printable Document File,C. Portable Document Format,C,The correct option is Portable Document Format. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,ca6c3c557051e278
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,497,digital-data.practice_bank.topic_01_digital_data.q076,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.sound-representation,digital-data.mp3-stand-multiple.choose,1.0,0,,What does MP3 stand for?,A. MPEG Audio Layer 3 | B. Music Player 3 | C. Microsoft Player 3 | D. Media Protocol 3,A. MPEG Audio Layer 3,A,"The correct option is MPEG Audio Layer 3. This question checks whether you can explain how digital sound quality depends on sample rate, bit depth or bit rate.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,d8a426b0198163ce
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,498,digital-data.practice_bank.topic_01_digital_data.q077,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.sound-representation,digital-data.sound.choose,1.0,0,,What does WAV stand for?,A. Windows Audio Video | B. Windows Waveform | C. Wide Audio Variant | D. Web Audio Voice,B. Windows Waveform,B,"The correct option is Windows Waveform. This question checks whether you can explain how digital sound quality depends on sample rate, bit depth or bit rate.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,3bc4d38a5d1e6ce6
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,499,digital-data.practice_bank.topic_01_digital_data.q078,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.sound-representation,digital-data.wma-stand-multiple.choose,1.0,0,,What does WMA stand for?,A. Windows Media Audio | B. Wide Media Application | C. Web Media Audio | D. Windows Music Archive,A. Windows Media Audio,A,"The correct option is Windows Media Audio. This question checks whether you can explain how digital sound quality depends on sample rate, bit depth or bit rate.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,404375e8c0710e77
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,500,digital-data.practice_bank.topic_01_digital_data.q079,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.midi-stand-multiple.choose,1.0,0,,What does MIDI stand for?,A. Musical Instrument Digital Interface | B. Multi-Instrument Digital Interchange | C. Music Industry Data Interface | D. Musical Internet Data Interchange,A. Musical Instrument Digital Interface,A,The correct option is Musical Instrument Digital Interface. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,6ef999838e7c3ac9
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,501,digital-data.practice_bank.topic_01_digital_data.q080,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression,digital-data.mpeg-stand-multiple.choose,1.0,0,,What does MPEG stand for?,A. Music Picture Experts Group | B. Moving Picture Experts Group | C. Multi-Pixel Editing Group | D. Mobile Picture Encoding Group,B. Moving Picture Experts Group,B,The correct option is Moving Picture Experts Group. This question checks whether you can compare common image file formats and the effect of compression on size and quality.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,b75baf3fbbe5b665
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,502,digital-data.practice_bank.topic_01_digital_data.q081,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.sound-representation,digital-data.avi-stand-multiple.choose,1.0,0,,What does AVI stand for?,A. Audio Video Internet | B. Audio Visual Image | C. Audio Video Interleaved | D. Animation Video Image,C. Audio Video Interleaved,C,"The correct option is Audio Video Interleaved. This question checks whether you can explain how digital sound quality depends on sample rate, bit depth or bit rate.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,3289c1c77ba1af0c
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,503,digital-data.practice_bank.topic_01_digital_data.q082,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression,digital-data.mp4-stand-multiple.choose,1.0,0,,What does MP4 stand for?,A. MPEG-4 Part 14 | B. Music Player 4 | C. Multimedia Protocol 4 | D. Moving Picture 4,A. MPEG-4 Part 14,A,The correct option is MPEG-4 Part 14. This question checks whether you can compare common image file formats and the effect of compression on size and quality.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,4bed0ad1ad3744d0
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,504,digital-data.practice_bank.topic_01_digital_data.q083,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression | digital-data.portability-and-file-choice,digital-data.image-file-format.choose,1.0,0,,Which image file format uses lossy compression?,A. PNG | B. GIF | C. JPEG | D. TIFF (lossless mode),C. JPEG,C,The correct option is JPEG. This question checks whether you can compare common image file formats and the effect of compression on size and quality. It also checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,c19659b282743499
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,505,digital-data.practice_bank.topic_01_digital_data.q084,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice | digital-data.image-file-formats-and-compression,digital-data.image-file-format.choose,1.0,0,,Which image file format uses lossless compression and supports animation?,A. JPEG | B. PNG | C. GIF | D. PICT,C. GIF,C,The correct option is GIF. This question checks whether you can choose suitable digital file formats for portability and sharing. It also checks whether you can compare common image file formats and the effect of compression on size and quality.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,64c1541787c9ad84
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,506,digital-data.practice_bank.topic_01_digital_data.q085,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.image-file-format.choose,1.0,0,,"Which image file format was initially developed for online image sharing, supports transparency but does NOT support animation?",A. JPEG | B. GIF | C. PNG | D. TIFF,C. PNG,C,The correct option is PNG. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,b85b21aebc4cdf82
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,507,digital-data.practice_bank.topic_01_digital_data.q086,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.image-file-format.choose,1.0,0,,Which image file format is commonly produced by OCR software from scans and is used as a standard in commercial printing?,A. JPEG | B. TIFF | C. GIF | D. PICT,B. TIFF,B,The correct option is TIFF. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,e747e5cf812d816b
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,508,digital-data.practice_bank.topic_01_digital_data.q087,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.graphics.choose,1.0,0,,Which file format was developed by Apple as their native graphic file type and can store both bitmap and vector graphics?,A. PICT | B. PNG | C. TIFF | D. GIF,A. PICT,A,The correct option is PICT. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,cbf9d20c7c8d73bb
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,509,digital-data.practice_bank.topic_01_digital_data.q088,digital-data,Digital data,easy,true_false,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression,digital-data.graphics.identify,1.0,0,,JPEG supports both animation and transparency.,,False,False,The statement is false. This question checks whether you can compare common image file formats and the effect of compression on size and quality.,First-pass explanation generated from answer and mapped objective; review before approval.,true-false,1,80f4826a9807438c
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,510,digital-data.practice_bank.topic_01_digital_data.q089,digital-data,Digital data,easy,true_false,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.bitmap-images,digital-data.gif-files-restrict.identify,1.0,0,,GIF files restrict the colour depth to just 256 colours.,,True,True,"The statement is true. This question checks whether you can describe pixels, resolution and how bitmap images are represented.",First-pass explanation generated from answer and mapped objective; review before approval.,true-false,1,11cc780b6d5d2065
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,511,digital-data.practice_bank.topic_01_digital_data.q090,digital-data,Digital data,easy,true_false,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression,digital-data.graphics.identify,1.0,0,,PNG files use the CMYK colour mode geared towards printer ink colours.,,False,False,The statement is false. This question checks whether you can compare common image file formats and the effect of compression on size and quality.,First-pass explanation generated from answer and mapped objective; review before approval.,true-false,1,a7177c1bc44b1176
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,512,digital-data.practice_bank.topic_01_digital_data.q091,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.file-format-stores.choose,1.0,0,,Which file format stores plain text with no formatting information?,A. RTF | B. TXT | C. PDF | D. CSV,B. TXT,B,The correct option is TXT. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,3b606342c2006f95
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,513,digital-data.practice_bank.topic_01_digital_data.q092,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.basic-data-types,digital-data.csv-file-character.choose,1.0,0,,"In a CSV file, what character is normally used to separate the data values within a row?",A. A semicolon | B. A tab | C. A comma | D. A full stop,C. A comma,C,"The correct option is A comma. This question checks whether you can recognise simple data types used to store values such as integers, strings and date/time.",First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,13e0373c5c9d2f85
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,514,digital-data.practice_bank.topic_01_digital_data.q093,digital-data,Digital data,easy,mcq,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.portability-and-file-choice,digital-data.text-based-file.choose,1.0,0,,"Which text-based file format keeps key formatting (e.g. bold, italics, fonts) so that the file can be exchanged between different word processors?",A. TXT | B. CSV | C. RTF | D. JPEG,C. RTF,C,The correct option is RTF. This question checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,multiple-choice,1,2fc9216acf3c31ab
approve,Owner approved full reviewed bank for technical import preparation on 2026-05-04.,516,digital-data.practice_bank.topic_01_digital_data.q095,digital-data,Digital data,easy,fill_gap,support,medium,practice_question_needs_source_normalization,ready_for_review,practice_bank,topic_01_digital_data.md,"Sources: Factfile 01 Representing Data, Factfile 02 Representing Images, Factfile 03 Representing Sound, Factfile 04 Portability",digital-data.image-file-formats-and-compression | digital-data.portability-and-file-choice,digital-data.portability.complete,1.0,0,,State two advanced features of PDF files.,,gap1: assistive technology for visually impaired / powerful compression to keep file size low / password protection / digital signatures / can store specific fonts in the document / metadata for faster searching and labelling | gap2: assistive technology for visually impaired / powerful compression to keep file size low / password protection / digital signatures / can store specific fonts in the document / metadata for faster searching and labelling,assistive technology for visually impaired | powerful compression to keep file size low | password protection / digital signatures | can store specific fonts in the document | metadata for faster searching and labelling,An accepted answer is Any 2 from: assistive technology for visually impaired; powerful compression to keep file size low; password protection / digital signatures; can store specific fonts in the document; metadata for faster searching and labelling. This question checks whether you can compare common image file formats and the effect of compression on size and quality. It also checks whether you can choose suitable digital file formats for portability and sharing.,First-pass explanation generated from answer and mapped objective; review before approval.,short-answer,2,bc39de825c4df3f6
